name,rating,genres,summary,image
The Event,7.6,"['Drama', 'Action', 'Science-Fiction']","Sean Walker, stumbles into a national conspiracy after his girlfriend Leila mysteriously disappears from a Caribbean cruise. Elsewhere, President Elias Martinez is scheduled to announce the release of a group of detainees led by Sophia Maguire -- despite the disapproval of his Director of National Intelligence, Blake Sterling. Their futures are on a collision course in a global conspiracy that could ultimately change the fate of mankind.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9164.jpg
FlashForward,7.7,"['Drama', 'Crime', 'Science-Fiction']","What would you do if you were given a glimpse of the future? Would you accept what you saw and live life to its fullest, or would you do everything in your power to change your destiny? When the world's population is given a glimpse of their future, it forces everyone to come to grips with whether their destinies can be fulfilled or avoided.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9176.jpg
Harper's Island,7.5,"['Horror', 'Thriller', 'Mystery']","Harper's Island is about a group of family and friends who travel to a secluded island for a destination wedding. They've come to laugh... to love... and, though they don't know it... to die. As the wedding festivities begin, friendships are tested and secrets exposed as a murderer claims victims, one by one, transforming the wedding week of fun and celebration into a terrifying struggle for survival. In every episode, someone is killed and every person is a suspect, from the wedding party to the island locals. By the end of the 13 episodes, all questions will be answered, the killer will be revealed and only a few will survive.",http://static.tvmaze.com/uploads/images/medium_portrait/30/77028.jpg
Adventure Inc.,,"['Action', 'Adventure']","When adventure calls... no place is too far, no risk is too high, and no task is too difficult for Adventure Inc. From his base in the Florida Keys, Judson Cross has assembled a team of young renegades - Mackenzie Previn and Gabriel Patterson, each with their own extraordinary skills and willing to risk it all for the love of adventure. Their methods may not be orthodox and they might risk their own safety, but they always get the job done.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9193.jpg
Legend of the Seeker,8.2,"['Action', 'Adventure', 'Fantasy']","In a mythical land, one man, Richard Cypher, discovers his true destiny as he, a mysterious young woman, a wise old wizard and a magical sword are all that stand between the evil tyrant Darken Rahl and his quest for total domination. Based on The Sword of Truth series of books by Terry Goodkind.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9195.jpg
TekWar,6.9,"['Action', 'Science-Fiction']","In the year 2045, an addictive computer-based reality drug call ""tek"" has ignited a war that stretches throughout society. Recruited by a mysterious benefactor to stop the advancing drug is Jake Cardigan, a cop who teams up with a colorful array of partners as the government plots to stop him from revealing the truth. This riveting series is based on the hit sci-fi novel series by William Shatner, who also makes special appearances throughout these 22 action-packed episodes!",http://static.tvmaze.com/uploads/images/medium_portrait/3/9202.jpg
Dark Skies,8.4,"['Drama', 'Science-Fiction']","On July 2, 1947, a spacecraft of unknown origin crashed in the New Mexico desert outside Roswell Army Air Base. Four bodies - known as the Grays - were recovered. Everything you think to true about American history, from that moment on, has been influenced by that event.On February 17, 1962, another event occurred, related to the first, but one that has, until now, been kept completely suppressed.You are being trusted with that secret.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9203.jpg
The Pacific,8.6,"['Drama', 'Action', 'War']","The Pacific is an epic ten-part miniseries. The Pacific tracks the intertwined real-life stories of three U.S. Marines – Robert Leckie, John Basilone, and Eugene Sledge – across the vast canvas of the Pacific Theater during World War II. The miniseries follows these men and their fellow Marines from their first battle with the Japanese on Guadalcanal, through the rain forests of Cape Gloucester and the strongholds of Peleliu, across the bloody sands of Iwo Jima and through the horror of Okinawa, and finally to their triumphant but uneasy return home after V-J Day.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9204.jpg
Band of Brothers,9.4,"['Drama', 'Action', 'War']","Drawn from interviews with survivors of Easy Company, as well as their journals and letters, Band of Brothers chronicles the experiences of these men from paratrooper training in Georgia through the end of the war. As an elite rifle company parachuting into Normandy early on D-Day morning, participants in the Battle of the Bulge, and witness to the horrors of war, the men of Easy knew extraordinary bravery and extraordinary fear - and became the stuff of legend. Based on Stephen E. Ambrose's acclaimed book of the same name.",http://static.tvmaze.com/uploads/images/medium_portrait/80/201679.jpg
Columbo,8.8,"['Drama', 'Crime', 'Mystery']","This is the detective series that inspired them all. Legendary actor Peter Falk is back in his 4-time Emmy® Award winning role, as the ruffled, cigar-chomping, trenchcoat-wearing police lieutenant who is asking all the right questions.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9270.jpg
Blood Ties,7.9,"['Drama', 'Action', 'Horror']","After witnessing a horrific demonic murder at the side of a Toronto roadway, private investigator Vicki Nelson finds herself on a collision course with another citizen investigating the case. He is Henry Fitzroy – former Duke of Richmond, cutting-edge graphic novelist and 470-year old vampire.To solve the brutal murder, Vicky finds herself collaborating against her better judgment, with the suave and seductive Fitzroy. The relationship soon progresses beyond a pretty professional arrangement, complicating her long-term love affair with ex-partner Detective Mike Celluci...and pretty well everything else in her life.As the cases become more bizarre &amp; complex, the relationship between Vicki &amp; Mike becomes fractured. Meanwhile, Henry's behavior creates suspicion for all involved in the cases, casting doubt among the three.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9272.jpg
"Walker, Texas Ranger",7.3,"['Drama', 'Action', 'Crime']","Texas Ranger Cordell Walker, one of the last old-fashioned heroes in the West, is a protective friend but a relentless foe who will stop at nothing to bring a criminal to justice.",http://static.tvmaze.com/uploads/images/medium_portrait/70/176011.jpg
ReGenesis,8.6,"['Drama', 'Science-Fiction', 'Mystery']","Cloning, bioterrorism, genetic engineering, not since the atom bomb has science had such potential to change the world. Canada, Mexico, and the United States have created a trilateral taskforce, The North American Biotechnology Advisory Commission, or NorBAC, to investigate questionable advances in the fields of biotechnology, bio-weaponry and nanotechnology.Under the charismatic leadership of Chief Scientist David Sandstrom and Executive Director Caroline Morrison, the Toronto-based organisation struggles to understand the political, legal, and personal underbrush in which new science has become entangled.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9283.jpg
The Prisoner,8.9,"['Drama', 'Science-Fiction', 'Mystery']","A British secret agent retires from his position... and is whisked away to a mysterious Village where people who know too much but can't be killed are kept for the security of the State. Which State? No one knows. The unnamed agent, dubbed ""Number Six"" since everyone in the Village, is only known by a number, defies the Village authorities and alternates between trying to escape and undermining his captors.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9292.jpg
The Prisoner,6.7,"['Drama', 'Science-Fiction', 'Mystery']","The Prisoner tells the story of a man, Six, who wakes up to find himself inexplicably trapped in a mysterious and surreal place, The Village, with no memory of how he arrived. As he frantically explores his new environment, he discovers that Village residents are identified by number, have no memory of any prior existence, and are under constant surveillance. The Village is controlled by one man - the sinister and charismatic Two . Throughout the series, Six and Two are locked in a battle of wits, as Six challenges the oppressive nature of The Village and struggles to learn the truth behind it.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9294.jpg
X-Men,8.1,"['Children', 'Science-Fiction']","With stories adapted directly from the original comic books, this show is a piece of Marvel history and a must-have for every X-Men fan. Discover the origins of your favorite characters and uncover the secrets of Magneto and more of the world's most diabolical villains in X-Men.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9295.jpg
Veronica Mars,8.6,"['Drama', 'Crime', 'Mystery']","In the wealthy, seaside community of Neptune, the rich and powerful make the rules. They own the town and are desperately trying to keep their dirty little secrets just that... secret. Unfortunately for them, there's Veronica Mars, a smart, fearless private investigator dedicated to solving the town's toughest mysteries. During the day, Veronica studies hard, but by night, she helps her father Keith with his private investigator business, sneaking through back alleys and scoping out no-tell motels with a telescopic-lens camera in an attempt to uncover the California beach town's darkest secrets.",http://static.tvmaze.com/uploads/images/medium_portrait/204/512460.jpg
Charlie's Angels,7.5,"['Action', 'Adventure']","Once upon a time, Jill, Sabrina and Kelly were police officers whose skills were being wasted in menial duties such as answering phones and filing. A mysterious millionaire named Charles Townsend took them away from all that by opening his own private investigation agency and hiring these gorgeous ladies as his operatives with John Bosley acting as their assistant and liaison.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9311.jpg
Babylon 5,8.7,"['Drama', 'Action', 'Science-Fiction']","""It was the dawn of the Third Age of Mankind ten years after the Earth-Minbari War The Babylon Project was a dream given form. Its goal: to prevent another war by creating a place where Humans and aliens could work out their differences peacefully. It's a port of call – home away from home for diplomats, hustlers, entrepreneurs, and wanderers. Humans and aliens wrapped in two million, five-hundred thousand tons of spinning metal, all alone in the night. It can be a dangerous place, but it's our last best hope for peace. This is the story of the last of the Babylon stations. The year is 2258. The name of the place is Babylon 5"".A five season space opera written by J. Michael Straczynsky.",http://static.tvmaze.com/uploads/images/medium_portrait/80/200201.jpg
Dead Set,7.4,"['Comedy', 'Fantasy', 'Horror']","Starring Jaime Winstone, Dead Set is E4's horror series in which the dead are returning to life and attacking the living. Curiously there are a few people left in Britain who aren't worried about any of this - that's because they're the remaining contestants in Big Brother. Cocooned in the safety of the Big Brother house, they're blissfully unaware of the horrific events unfolding in the outside world. Until an eviction night when all hell breaks loose...Kelly, a production runner working on a fictional series of Big Brother, finds herself trying to fend off the walking dead alongside her producer boss Patrick, boyfriend Riq and the remaining Big Brother housemates. Featuring cameos from Davina McCall and several former housemates, this is a cruel and twisted take on one of TV's biggest game shows.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9335.jpg
Son of the Beach,6.5,['Comedy'],"His unit may not be the biggest, but it's definitely the best...and the funniest! Notch Johnson is the world's greatest lifeguard, duty-bound to patrol and protect the shores of Malibu Adjacent with his crack team of sexy hardbodies. Together they keep the laughs coming...again and again...",http://static.tvmaze.com/uploads/images/medium_portrait/3/9346.jpg
Terminator: The Sarah Connor Chronicles,8.5,"['Drama', 'Action', 'Science-Fiction']","The mother of all destiny. Her son, the future leader of mankind. Their protector, a Terminator from the future. Together they must take back the future as Sarah Connor prepares her son to fight the war against machines determined to annihilate the human race. The clock is ticking. Can they stop Judgment Day?",http://static.tvmaze.com/uploads/images/medium_portrait/51/127822.jpg
Witchblade,7.2,"['Action', 'Crime', 'Supernatural']","New York homicide detective Sara Pezzini doesn't know why the forces of the universe have chosen her to possess the awesome living weapon called the Witchblade. But it is hers to wear and to wield in the fight against crime, although it comes with a terrifying price. Evil foes seek the Witchblade, setting in motion an ongoing battle that may cost the lives of those Sara holds dearest.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9356.jpg
Birds of Prey,8,"['Action', 'Adventure', 'Science-Fiction']","Who will stand up to villains now that a heartbroken Dark Knight has mysteriously vanished? Never fear, New Gothamites, a trio of champions is ready to take wing – and Helena, the daughter of Batman and Catwoman, is among them. She calls herself Huntress and crime is her prey. Teenaged Dinah is the youngest of the group, learning as she goes and gifted in clairvoyance. And overseeing the awesome threesome's high-tech nerve center is Batgirl. Left wheelchair-bound by The Joker, she has reinvented herself as Oracle, the team's cyber expert. Huntress, Dinah, Oracle: They are the Birds of Prey. Fighting together. Living together.",http://static.tvmaze.com/uploads/images/medium_portrait/70/176012.jpg
The Batman,8.5,"['Action', 'Adventure', 'Science-Fiction']","Hidden in the shadows, The Batman casts a protective eye while tracking the thugs, thieves and criminal masterminds that claim Gotham City's dark alleys each night. In one magnificent swoop, he descends up on opponents and battles with a fierceness that seems almost inhuman. This is the young Bruce Wayne who assumes the role of Gotham's greatest defender in a fresh retelling of the Dark Knight's beginnings.With incredible gadgets, awesome animation and a cool new vibe, these 13 exciting episodes from the hit series showcase The Batman taking on your favourite villains – The Joker, The Penguin, Mr. Freeze, Catwoman, Bane – and new crazies you'll love to hate!",http://static.tvmaze.com/uploads/images/medium_portrait/3/9370.jpg
Masters of Horror,7.3,['Horror'],Chilling horror stories from the most prominent directors of the genre.,http://static.tvmaze.com/uploads/images/medium_portrait/3/9371.jpg
The 4400,7.7,"['Drama', 'Science-Fiction', 'Mystery']","The 4400 explores the travails of the 4400 people who all at once returned in a ball of light to Earth; though the returnees had not aged physically, many of them reappeared with dramatic abilities ranging from enhanced reflexes to precognition. NTAC (National Threat Assessment Command) is the government agency responsible for keeping track of the returnees and investigating all things related to the 4400.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9372.jpg
Painkiller Jane,7.6,"['Action', 'Adventure', 'Science-Fiction']","In a very imaginable future, the world battles terrorism and unrest. Out of this chaos emerges a new hero: Jane Vasco, a.k.a. Painkiller Jane. Once the DEA's top agent, Jane Vasco is formidable, both mentally and physically. As a child, her father nicknamed her Painkiller Jane, describing her ability to mentally push through even the most painful situations. But her strength is about to be tested. Jane is recruited by a covert government agency dedicated to containing and, if necessary, neutralizing the threat of ""Neuros"" — individuals with superhuman neurological powers. No one knows what caused the aberrations that led to their enhanced abilities, which range from from telekinesis and telepathic suggestion to induced hallucinations. During her first investigation with her new team, Jane discovers that she too possesses an odd ability: she can't be killed. Unfortunately, she can still feel pain. Her newfound powers make Jane even more determined to learn everything there is to know about Neuros. Seldom malicious, Neuros often can't control their powers. Consequently, they tend to leave a trail of death and destruction. To prevent a panic, the government has kept the discovery of Neuros a secret, assembling a covert unit to identify and contain Neuros. Operating from a secure abandoned subway platform, the core members of the unit are Andre McBride, the seasoned team leader; Connor King, a special agent regularly armed with a smart remark; Riley Jensen, an evolved computer whiz in charge of surveillance and communications; Dr. Seth Carpenter, the unit's doctor and scientist; Joe Waterman, the middle-aged caretaker of the subway; and Maureen Bowers, Jane's former DEA partner and friend, who, like Jane, was recruited after discovering top-secret information about Neuros. Painkiller Jane is based on the comic-book series of the same name created by Jimmy Palmiotti and Joe Quesada.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9387.jpg
Day Break,8.3,"['Drama', 'Science-Fiction', 'Thriller']","Detective Brett Hopper is having a hellacious day; the kind of day where nothing goes his way and he just cant wait to put it behind him... only he cant, because hes living the same day over and over again.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9395.jpg
Andromeda,7.5,"['Action', 'Science-Fiction']","Dylan Hunt is the courageous captain of the most glorious starship in the universe, the Andromeda Ascendant. After 300 years frozen in time at the event horizon of a black hole. Dylan Hunt wakes... to a universe in chaos. The Systems Commonwealth, the greatest civilization in history, has fallen. But together with an unlikely band of renegades and aliens who become his crew, Dylan begins his quest to rekindle the light of civilization and push back the evils that grip the universe!",http://static.tvmaze.com/uploads/images/medium_portrait/3/9402.jpg
Harsh Realm,7,"['Drama', 'Action', 'Science-Fiction']","A month before leaving the army, Lieutenant Tom Hobbes is rousted from bed in the middle of the night and taken to a secret location for one last mission: test a simulated virtual reality game used to teach situation war strategy. After being briefed on the top-secret project, code-named Harsh Realm, Hobbes is given his objective: eliminate Major Omar Santiago, who has taken the game hostage. But upon entering Harsh Realm, Hobbes discovers he is trapped there - and the deadly game will never end unless he completes his mission.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9412.jpg
Naruto: Shippuuden,8.8,"['Action', 'Adventure', 'Anime', 'Fantasy']","Naruto: Shippuden is the continuation of the original animated TV series Naruto.The story revolves around an older and slightly more matured Uzumaki Naruto and his quest to save his friend Uchiha Sasuke from the grips of the snake-like Shinobi, Orochimaru. After 2 and a half years Naruto finally returns to his village of Konoha, and sets about putting his ambitions to work, though it will not be easy, as he has amassed a few (more dangerous) enemies, in the likes of the shinobi organization; Akatsuki.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9413.jpg
Sonic Boom,,"['Comedy', 'Action', 'Children']",Sonic Boom is a CGI animated show based on the massive popular game Sonic the Hedgehog.,http://static.tvmaze.com/uploads/images/medium_portrait/3/9460.jpg
Star Trek,8.4,"['Action', 'Adventure', 'Science-Fiction']","The original Star Trek series focuses on the 23rd century adventures of Captain James T. Kirk and the U.S.S. Enterprise (NCC-1701), a powerful interstellar spacecraft dispatched by Earth-based Starfleet Command to explore the galaxy. Kirk commands a crew of 430 men and women aboard his starship, which can travel at speeds surpassing the speed of light. Kirk's five-year mission—and his mandate from Starfleet—is to seek out new life and new civilizations, and to boldly go where no man has gone before.",http://static.tvmaze.com/uploads/images/medium_portrait/210/525135.jpg
Star Trek: The Next Generation,8.8,"['Action', 'Adventure', 'Science-Fiction']","Star Trek: The Next Generation (TNG) focuses on the 24th century adventures of Captain Jean-Luc Picard aboard the U.S.S. Enterprise (NCC-1701-D). This incarnation of the famous starship is much larger than the one captained by James T. Kirk a century earlier, and, accordingly, it carries a larger crew complement: 1,012 men, women…and, surprisingly, children. This era's Starfleet Command believes that men and women are more likely to sign up for long-term exploratory missions if they think of their ship as home. Thus, Picard's crew enjoys many of the comforts they'd have otherwise left behind, including a wide variety of recreational opportunities, ""replicated"" food dishes to suit every palate, and quarters large enough to share with spouses and offspring. There are schools for the children and a bar (stocked with synthetic alcohol, or synthehol) where the adults can unwind. However, the ongoing mission—no longer limited to a mere five years—remains virtually the same as it was during Kirk's time: to seek out new life and new civilizations, and to boldly go where no one has gone before.",http://static.tvmaze.com/uploads/images/medium_portrait/70/176261.jpg
Star Trek: Voyager,8.1,"['Action', 'Adventure', 'Science-Fiction']","Star Trek: Voyager (VOY) focuses on the 24th century adventures of Captain Kathryn Janeway aboard the U.S.S. Voyager. Smaller than either Kirk's or Picard's starships—its crew complement is only 150—Voyager is fast and powerful, and has the ability to land on a planet's surface. It is one of the most technologically advanced vessels in Starfleet, utilizing computer circuitry that incorporates synthetic neural tissue. Ironically, Janeway's inaugural mission aboard Voyager was to be her last in the Alpha quadrant. While attempting to capture the crew of a renegade Maquis vessel, both her ship and that of the Maquis were pulled into the distant Delta quadrant by powerful alien technology. Unfortunately, there would be no similar ""express"" route to take them home again. Stranded 70,000 light-years from Earth, Janeway convinced the Maquis to join her Starfleet crew and serve together during the long voyage back to Federation space.",http://static.tvmaze.com/uploads/images/medium_portrait/70/176260.jpg
Star Trek: Deep Space Nine,8.4,"['Action', 'Adventure', 'Science-Fiction']","Star Trek: Deep Space Nine (DS9) focuses on the 24th century adventures of Captain Benjamin Sisko on space station Deep Space 9, an outpost situated near the mouth of a stable wormhole on the far reaches of explored space. Although Sisko commands Deep Space 9, the station actually belongs to the inhabitants of nearby Bajor, who requested Starfleet's protective presence after Bajoran freedom fighters put an end to the brutal Cardassian occupation of their world. Approximately a sixth of the station's 300 permanent residents are Starfleet personnel; there is also a sizable Bajoran militia presence. The rest of Deep Space 9's inhabitants are civilians, most of whom work in the station's Promenade, a kind of indoor marketplace. Initially, Sisko's mandate from Starfleet was to protect Bajor and the station from any hostiles who ventured into the area. But with the discovery of the nearby wormhole—a shortcut through space that leads directly to the uncharted Gamma quadrant—Sisko's mandate has expanded exponentially, as the region becomes the gateway to all manner of visitors, both friendly and extremely hostile.",http://static.tvmaze.com/uploads/images/medium_portrait/70/176262.jpg
V,7.4,"['Drama', 'Adventure', 'Science-Fiction']","Simultaneously appearing over every major city in the world, the Visitors (or V's) arrived offering us the wonders of their technology and promoting peace. While the world quickly embraced the V's as saviors, an FBI Counter Terrorist Agent, and others making up the resistance group called The Fifth Column, quickly discovered that the Visitors are not who they said they were. Will humanity stop being fooled and realize the Visitors true intentions before it becomes too late and they take over Earth?",http://static.tvmaze.com/uploads/images/medium_portrait/91/227932.jpg
Naruto,8.7,"['Action', 'Adventure', 'Anime', 'Fantasy']","Naruto closely follows the life of a boy who is feared and detested by the villagers of the hidden leaf village of Konoha. The distrust of the boy has little to do with the boy himself, but it's what's inside him that causes anxiety. Long before Naruto came to be, a Kyuubi (demon fox) with great fury and power waged war taking many lives. The battle ensued for a long time until a man known as the Fourth Hokage, Yondaime, the strongest ninja in Konoha, fiercely fought the Kyuubi. The fight was soon won by Yondaime as he sealed the evil demon in a human body. Thus the boy, Naruto, was born. As Naruto grows he decides to become the strongest ninja in Konoha in an effort to show everyone that he is not as they perceive him to be, but is a human being worthy of love and admiration. But the road to becoming Hokage, the title for the strongest ninja in Konoha, is a long and arduous one. It is a path filled with betrayal, pain, and loss; but with hard work, Naruto may achieve Hokage.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9744.jpg
100 Things to Do Before High School,7.3,"['Comedy', 'Children']","100 Things to Do Before High School was created by Big Time Rush executive producer and creator Scott Fellows, this new show will follow three best friends as they navigate the highs and lows of middle school, with the help of a bucket list of adventures that help them overcome class cliques, terrifying bullies and clueless teachers. With real life and teen drama awaiting her after 8th grade graduation, CJ Parker has only a short time left to make the most of her middle school years. Together with her two lifelong best friends Fenwick and Crispo, she is determined to get the most out of this time, using an ever-expanding list of challenges as a guide. For this group, growing up means trying everything and taking chances while they still can.",http://static.tvmaze.com/uploads/images/medium_portrait/12/31612.jpg
Strip the Cosmos,7.2,[],"In each episode of Strip the Cosmos, stunning CGI strips major planets, moons, black holes, stars and galaxies of gases, minerals, rock, magma and gravitational force-fields – layer by layer – revealing the destiny, origins and structure of the universe. Strip the Cosmos will also explore fascinating mysteries including: What happens inside an exploding star?; Can you escape from being sucked into a black hole?; Do the insides of comets harbor life?; and can we travel through the cosmos inside an asteroid?",http://static.tvmaze.com/uploads/images/medium_portrait/4/10309.jpg
Dogs of War,,['War'],"Dogs of War documents Jim and Lindsey Stanek, a married couple who started a nonprofit organization called Paws and Stripes, benefiting PTSD veterans paired with adopted dogs who help them adjust back to regular life after returning home from war. Each episode will feature the story of one or two veterans as they get matched with a potentially life-saving best friend and begin their journey out of darkness.",http://static.tvmaze.com/uploads/images/medium_portrait/4/10310.jpg
Married... with Children,8.2,"['Comedy', 'Family']","Married... with Children follows the lives of Al Bundy, a once glorious high school football player turned hard-luck women's shoe salesman; his obnoxious wife, Peggy; their attractive, promiscuous, and clueless daughter, Kelly; and their girl-crazy, wisecracking son, Bud. Their neighbors are the upwardly-mobile Steve Rhoades and his feminist wife Marcy, who later gets remarried to Jefferson D'Arcy, a white-collar criminal who becomes her ""trophy husband"" and Al's sidekick.",http://static.tvmaze.com/uploads/images/medium_portrait/4/10311.jpg
